127.0.0.1 - - [12/May/2023:16:54:24 +0530] "GET / HTTP/1.1" 404 709
0:0:0:0:0:0:0:1 - - [12/May/2023:19:55:10 +0530] "GET /ORS_Project4/ctl/MarksheetListCtl HTTP/1.1" 200 13707
0:0:0:0:0:0:0:1 - - [12/May/2023:19:55:14 +0530] "GET /ORS_Project4/ctl/CollegeListCtl HTTP/1.1" 200 12032
0:0:0:0:0:0:0:1 - - [12/May/2023:19:55:41 +0530] "GET /ORS_Project4/ctl/MarksheetListCtl HTTP/1.1" 200 13707
0:0:0:0:0:0:0:1 - - [12/May/2023:19:57:50 +0530] "POST /ORS_Project4/ctl/MarksheetListCtl HTTP/1.1" 200 13027
0:0:0:0:0:0:0:1 - - [12/May/2023:19:58:20 +0530] "GET /ORS_Project4/ctl/MarksheetCtl?id=15 HTTP/1.1" 200 8958
0:0:0:0:0:0:0:1 - - [12/May/2023:20:03:02 +0530] "POST /ORS_Project4/ctl/MarksheetCtl HTTP/1.1" 200 8995
0:0:0:0:0:0:0:1 - - [12/May/2023:20:07:38 +0530] "GET /ORS_Project4/doc/index.html HTTP/1.1" 200 5754
0:0:0:0:0:0:0:1 - - [12/May/2023:20:07:38 +0530] "GET /ORS_Project4/doc/jquery/jquery-3.5.1.js HTTP/1.1" 200 298502
0:0:0:0:0:0:0:1 - - [12/May/2023:20:07:38 +0530] "GET /ORS_Project4/doc/jquery/jszip/dist/jszip.min.js HTTP/1.1" 200 96949
0:0:0:0:0:0:0:1 - - [12/May/2023:20:07:38 +0530] "GET /ORS_Project4/doc/jquery/jquery-ui.css HTTP/1.1" 200 20857
0:0:0:0:0:0:0:1 - - [12/May/2023:20:07:38 +0530] "GET /ORS_Project4/doc/stylesheet.css HTTP/1.1" 200 23177
0:0:0:0:0:0:0:1 - - [12/May/2023:20:07:38 +0530] "GET /ORS_Project4/doc/jquery/jquery-ui.js HTTP/1.1" 200 74221
0:0:0:0:0:0:0:1 - - [12/May/2023:20:07:38 +0530] "GET /ORS_Project4/doc/jquery/jszip-utils/dist/jszip-utils.min.js HTTP/1.1" 200 1787
0:0:0:0:0:0:0:1 - - [12/May/2023:20:07:38 +0530] "GET /ORS_Project4/doc/script.js HTTP/1.1" 200 5192
0:0:0:0:0:0:0:1 - - [12/May/2023:20:07:38 +0530] "GET /ORS_Project4/doc/resources/fonts/dejavu.css HTTP/1.1" 404 931
0:0:0:0:0:0:0:1 - - [12/May/2023:20:07:38 +0530] "GET /ORS_Project4/doc/module-search-index.zip HTTP/1.1" 404 931
0:0:0:0:0:0:0:1 - - [12/May/2023:20:07:38 +0530] "GET /ORS_Project4/doc/jquery/jszip/dist/jszip.js HTTP/1.1" 200 97678
0:0:0:0:0:0:0:1 - - [12/May/2023:20:07:38 +0530] "GET /ORS_Project4/doc/package-search-index.zip HTTP/1.1" 200 278
0:0:0:0:0:0:0:1 - - [12/May/2023:20:07:38 +0530] "GET /ORS_Project4/doc/type-search-index.zip HTTP/1.1" 200 751
0:0:0:0:0:0:0:1 - - [12/May/2023:20:07:38 +0530] "GET /ORS_Project4/doc/tag-search-index.zip HTTP/1.1" 404 931
0:0:0:0:0:0:0:1 - - [12/May/2023:20:07:38 +0530] "GET /ORS_Project4/doc/member-search-index.zip HTTP/1.1" 200 7008
0:0:0:0:0:0:0:1 - - [12/May/2023:20:07:38 +0530] "GET /ORS_Project4/doc/resources/glass.png HTTP/1.1" 200 499
0:0:0:0:0:0:0:1 - - [12/May/2023:20:07:38 +0530] "GET /ORS_Project4/doc/resources/x.png HTTP/1.1" 200 394
0:0:0:0:0:0:0:1 - - [12/May/2023:20:07:38 +0530] "GET /ORS_Project4/doc/module-search-index.js HTTP/1.1" 404 931
0:0:0:0:0:0:0:1 - - [12/May/2023:20:07:38 +0530] "GET /ORS_Project4/doc/member-search-index.js HTTP/1.1" 200 82800
0:0:0:0:0:0:0:1 - - [12/May/2023:20:07:38 +0530] "GET /ORS_Project4/doc/jquery/jszip-utils/dist/jszip-utils.js HTTP/1.1" 200 4601
0:0:0:0:0:0:0:1 - - [12/May/2023:20:07:38 +0530] "GET /ORS_Project4/doc/search.js HTTP/1.1" 200 12628
0:0:0:0:0:0:0:1 - - [12/May/2023:20:07:38 +0530] "GET /ORS_Project4/doc/tag-search-index.js HTTP/1.1" 404 931
0:0:0:0:0:0:0:1 - - [12/May/2023:20:07:38 +0530] "GET /ORS_Project4/doc/package-search-index.js HTTP/1.1" 200 249
0:0:0:0:0:0:0:1 - - [12/May/2023:20:07:38 +0530] "GET /ORS_Project4/doc/type-search-index.js HTTP/1.1" 200 3709
0:0:0:0:0:0:0:1 - - [12/May/2023:20:12:08 +0530] "GET /ORS_Project4/LoginCtl?operation=logout HTTP/1.1" 200 3066
0:0:0:0:0:0:0:1 - - [12/May/2023:20:13:56 +0530] "GET /ORS_Project4/LoginCtl? HTTP/1.1" 200 3043
0:0:0:0:0:0:0:1 - - [12/May/2023:20:14:09 +0530] "GET /ORS_Project4/LoginCtl HTTP/1.1" 200 3043
0:0:0:0:0:0:0:1 - - [12/May/2023:20:14:19 +0530] "GET /ORS_Project4/ctl/CollegeListCtl HTTP/1.1" 200 3123
